"ID","PROMOTOR-GESTOR","ACCES","TIPUS VELOCITAT","TIPUS CONNEXIÓ","LATITUD","LONGITUD","DESIGNACIÓ-DESCRIPTIVA","POTENCIA","TIPUS DE CORRENT","ADREÇA","PROVINCIA","CODIPROV","MUNICIPI","CODIMUN","NPLACES ESTACIÓ","TIPUS VEHICLE","Georeferència"
"46270167","Institut Català d'Energia - Ajuntament de Banyoles","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","42,12587","2,762317","Passeig de la Draga, s/n","32","AC/DC","C-150a, 17820 Bañolas, Girona, Spain","Girona","17","Banyoles","170157","","","POINT (2.762317 42.125869)"
"46617750","Institut Català d'Energia - Ajuntament de Vic","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,942043","2,252905","20XM32T8KK3AR00038","50","AC/DC","Carretera Sant Hipòlit, 43","Barcelona","8","Vic","82981","","","POINT (2.252905 41.942042)"
"44185807","Institut Català d'Energia - Ajuntament de Barcelona","tarjeta","semiRAPID","MENNEKES.M","41,393967","2,143297","EdR BAMSA Pau Casals2","6","AC","BAMSA - Av. de Pau Casals, s/n, 08021","Barcelona","8","Barcelona","80193","","","POINT (2.143297 41.393966)"
"44185910","Institut Català d'Energia - Ajuntament de Esplugues de Llobregat","tarjeta","semiRAPID","MENNEKES.M","41,377346","2,098538","EdR FINESTRELLES Esplugues de Llobregat (AC13kW)","22","AC","PARKING FINESTRELLES SHOPPING CENTRE -","Barcelona","8","Esplugues de Llobregat","80771","","","POINT (2.098538 41.377345)"
"44185815","Institut Català d'Energia - Ajuntament de Reus","tarjeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,158825","1,117877","EdRR EndesaX McD's Reus 1 (DC60-AC25kW)","60","AC/DC","MCDONALDS - Avinguda de Marià Fortuny, 59","Tarragona","43","Reus","431233","","","POINT (1.117877 41.158825)"
"46110812","Institut Català d'Energia - Ajuntament de Tarragona","targeta","semiRAPID","MENNEKES.M","41,116467","1,230811","NIMA GRUP - Jaguar - INGETEAM EdRSR 1","12","AC","Carr. Valencia, km 248, 8","Tarragona","43","Tarragona","431482","","","POINT (1.230811 41.116467)"
"46196842","Institut Català d'Energia - Ajuntament de Martorell","targeta","semiRAPID","MENNEKES.M","41,4757","1,928181","SELBA - Martorell EdRSR 5","12","AC","C. Revall, Barcelona","Barcelona","8","Martorell","81141","","","POINT (1.928181 41.4757)"
"44186215","Institut Català d'Energia - Ajuntament de Perafort","tarjeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,190586","1,255876","20XM32T7KK4AR00190","50","AC/DC","Carrer de Joan Palau, 5, 43152 Perafort,","Tarragona","43","Perafort","431037","","","POINT (1.255876 41.190585)"
"46109529","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M+Schuko","41,372803","2,154058","Ap. - Rius i Taulet","4","AC","Av. Reina Maria Cristina, 16","Barcelona","8","Barcelona","80193","","","POINT (2.154058 41.372802)"
"46162609","Institut Català d'Energia - Ajuntament de Sant Celoni","targeta","semiRAPID","MENNEKES.M","41,69232","2,487575","Ajuntament de Sant Celoni - VEGA EdRSR 1","12","AC","Plaça Sector Residenc. Esports, 49","Barcelona","8","Sant Celoni","82021","","","POINT (2.487575 41.692323)"
"49185992","Institut Català d'Energia - Ajuntament de Riudellots de la Selva","targeta","semiRAPID","MENNEKES.M","41,902237","2,804266","ELECTRISPOT","7","AC","Avinguda del Mas Pins","Girona","17","Riudellots de la Selva","171501","","","POINT (2.804266 41.902236)"
"49093258","Institut Català d'Energia - Ajuntament de Barcelona","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,388424","2,169394","Passeig de Gràcia, 5","50","AC/DC","Passeig de Gràcia, 5","Barcelona","8","Barcelona","80193","","","POINT (2.169394 41.388423)"
"46134095","Institut Català d'Energia - Ajuntament de Badia del Vallès","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,516502","2,112522","Repsol ES, Nimaci S.L. 1","50","AC/DC","CL TIBIDABO S/N","Barcelona","8","Badia del Vallès","89045","","","POINT (2.112522 41.516501)"
"46200813","Institut Català d'Energia - Ajuntament de Rasquera","targeta","semiRAPID","MENNEKES.M","41,002842","0,60041","Rasquera - SELBA EdRSR 1","12","AC","Carrer Diagonal, 19","Tarragona","43","Rasquera","431212","","","POINT (0.60041 41.002842)"
"45044194","Institut Català d'Energia - Ajuntament de Tàrrega","targeta","superRAPID i RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,663506","1,133481","Padel Indoor Tarrega","150","AC/DC","Polígono Industrial 1-C, Avd. de la Canaleta","Lleida","25","Tàrrega","252173","","","POINT (1.133481 41.663505)"
"48688841","Institut Català d'Energia - Ajuntament de Reus","targeta","semiRAPID","MENNEKES.M","41,15516","1,097156","Reus - SELBA EdRSR Argentera 1","12","AC","Carrer de l'Argentera, 25","Tarragona","43","Reus","431233","","","POINT (1.097156 41.155159)"
"46111822","Institut Català d'Energia - Ajuntament de Gavà","targeta","semiRAPID","MENNEKES.M","41,30382","2,00004","Gavanenca GTI - INGETEAM EdRSR 2 Balmes","7","AC","Pl. de Jaume Balmes","Barcelona","8","Gavà","80898","","","POINT (2.00004 41.303822)"
"44186013","Institut Català d'Energia - Ajuntament de Figueres","tarjeta","semiRAPID","MENNEKES.M","42,265972","2,963795","EdR SABA Figueres (AC13kW)","22","AC","SABA - Pl. de Catalunya, 17600 Figueres,","Girona","17","Figueres","170669","","","POINT (2.963795 42.265974)"
"46448458","Institut Català d'Energia - Ajuntament de Tàrrega","targeta","semiRAPID","MENNEKES.M","41,647533","1,121276","Borges International Group SLU - ORBIS 5","7","AC","Avda. Josep Trepat, s/n","Lleida","25","Tàrrega","252173","","","POINT (1.121276 41.647533)"
"47436699","Institut Català d'Energia - Ajuntament de Alpicat","targeta","superRAPID i semiRAPID","CCS Combo2","41,649857","0,563747","IONITY Lleida","350","DC","Camí Vell","Lleida","25","Alpicat","250236","","","POINT (0.563747 41.649858)"
"44186081","Institut Català d'Energia - Ajuntament de Barcelona","tarjeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,385204","2,176572","EdRR SABA Catedral (AC-DC50kW)","45","AC/DC","SABA - Av. de la Catedral, 08002 Barcelona,","Barcelona","8","Barcelona","80193","","","POINT (2.176572 41.385203)"
"11424004","Institut Català d'Energia - Ajuntament de Viladecavalls","APARCAMENT SEU (PRIVAT)","semiRAPID i NORMAL ","MENNEKES.M+Schuko","41,56082","1,961738","Seu CIRCONTROL 22kW","0","AC/DC","Carrer Innovació,3 - P I. Can Mitjans","Barcelona","8","Viladecavalls","83008","4+3","cotxe i moto","POINT (1.961738 41.560821)"
"11423986","Institut Català d'Energia - Ajuntament de Ripoll","VIA PUBLICA","semiRAPID i NORMAL","MENNEKES.F+Schuko","42,200672","2,190277","EdRsR Ajuntament Ripoll (AC22kW)","0","AC/DC","Carrer Berenguer el Vell, (Ajuntament)","Girona","17","Ripoll","171479","2","cotxe i moto","POINT (2.19027712941169 42.2006726430273)"
"11423997","Institut Català d'Energia - Ajuntament de Subirats","COMERÇ","semiRAPID i NORMAL","MENNEKES.F+Schuko","41,384743","1,806303","Albet i Noya","0","AC/DC","Can Vendrell, s/n, Sant Pau d'Ordal","Barcelona","8","Subirats","82732","2","cotxe i moto","POINT (1.806303 41.384744)"
"44186160","Institut Català d'Energia - Ajuntament de Tàrrega","tarjeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,6449","1,136423","EdRR Tàrrega (AC-DC50kW)","50","AC/DC","Parking Onze de Septiembre, Plaça del","Lleida","25","Tàrrega","252173","","","POINT (1.136423 41.644901)"
"46109434","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M+Schuko","41,37951","2,162065","Ap. BSM - Mercat de Sant Antoni","7","AC","Comte Urgell 1","Barcelona","8","Barcelona","80193","","","POINT (2.162065 41.379509)"
"46617673","Institut Català d'Energia - Ajuntament de la Vall de Boí","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","42,5049","0,8027","61922022550004","50","AC/DC","BARRUERA - Pg. de Sant Feliu, 42","Lleida","25","la Vall de Boí","250432","","","POINT (0.8027 42.5049)"
"46109463","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M+Schuko","41,38028","2,18729","Joan de Borbó, 12","4","AC","Joan de Borbó, 12 - Maquinista","Barcelona","8","Barcelona","80193","","","POINT (2.18729 41.38028)"
"46617626","Institut Català d'Energia - Ajuntament de Ulldemolins","targeta","RAPID i semiRAPID","CCS Combo2","41,32068","0,880247","C6E06BCC21JRDBVYFC","60","DC","Avinguda Verge de Montserrat, 1, 43363","Tarragona","43","Ulldemolins","431573","","","POINT (0.880247 41.320678)"
"44186190","Institut Català d'Energia - Ajuntament de Sant Pere de Riudebitlles","tarjeta","semiRAPID","MENNEKES.M","41,45177","1,697881","62125024810003","22","AC","La Carretera, s/n, 08776 Sant Pere de","Barcelona","8","Sant Pere de Riudebitlles","82325","","","POINT (1.697881 41.451769)"
"44186072","Institut Català d'Energia - Ajuntament de Badalona","tarjeta","semiRAPID","MENNEKES.M","41,447296","2,245266","EdR SABA Badalona","22","AC","SABA - Plaça Plana, 08912 Badalona,","Barcelona","8","Badalona","80155","","","POINT (2.245266 41.447295)"
"44185832","Institut Català d'Energia - Ajuntament de Olesa de Bonesvalls","tarjeta","RAPID i semiRAPID","CCS Combo2","41,352104","1,851169","C6E06BCC21XCVGWJFU","60","DC","Carrer Olesa de Bonesvalls, 08795,","Barcelona","8","Olesa de Bonesvalls","81461","","","POINT (1.851169 41.352106)"
"46109637","Institut Català d'Energia - Ajuntament de Lleida","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,629578","0,621165","Av. Pinyana amb Cr. Valls d'Andorra","32","AC/DC","Av. de Pinyana, 2, 25005 Lleida, Spain","Lleida","25","Lleida","251207","","","POINT (0.621165 41.629576)"
"44185926","Institut Català d'Energia - Ajuntament de Terrassa","tarjeta","semiRAPID","MENNEKES.M","41,561558","2,010205","EdR SABA Terrassa (AC13kW)","22","AC","Carrer Major, 24","Barcelona","8","Terrassa","82798","","","POINT (2.010205 41.561556)"
"46111996","Institut Català d'Energia - Ajuntament de Vandellòs i l'Hospitalet de l'Infant","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","40,999863","0,916836","Hospitalet de l'Infant - LAFON EdRR 3","32","AC/DC","Carrer del President Companys, 79-70","Tarragona","43","Vandellòs i l'Hospitalet de l'Infant","431628","","","POINT (0.916836 40.999862)"
"46617631","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,395977","2,179342","62020013930024","22","AC","AYRE HOTEL CASPE - Carrer de Casp, 103,","Barcelona","8","Barcelona","80193","","","POINT (2.179342 41.395977)"
"46110299","Institut Català d'Energia - Ajuntament de Pals","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,96873","3,147312","Pals - LAFON EdRR 1","32","AC/DC","Plaça Catalunya, s/n","Girona","17","Pals","171241","","","POINT (3.147312 41.96873)"
"46109445","Institut Català d'Energia - Ajuntament de Barcelona","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,431152","2,183394","Av. Meridiana, 400 E","50","AC/DC","Av. Meridiana, 400 E","Barcelona","8","Barcelona","80193","","","POINT (2.183394 41.431152)"
"47969476","Institut Català d'Energia - Ajuntament de Figueres","targeta","semiRAPID","MENNEKES.M","42,266197","2,968559","FIGUERES - SELBA EdRSR 1 Rubaudonadeu","12","AC","Carrer Rubau Donadeu, 4","Girona","17","Figueres","170669","","","POINT (2.968559 42.266199)"
"46367409","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,3794","2,139548","22XP22T3KKJAK00141","22","AC","HOTEL BARCELO SANTS - Plaça dels Països","Barcelona","8","Barcelona","80193","","","POINT (2.139548 41.379398)"
"44185786","Institut Català d'Energia - Ajuntament de Barcelona","tarjeta","semiRAPID","MENNEKES.M","41,389736","2,173651","EdR SABA Urquinaona1 Barcelona","22","AC","PARKING SABA PLAÇA URQUINAONA - Plaça","Barcelona","8","Barcelona","80193","","","POINT (2.173651 41.389737)"
"46478636","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,390812","2,166542","1591001918","22","AC","BAMSA - Pg. de Gràcia, 08007 Barcelona, Spain","Barcelona","8","Barcelona","80193","","","POINT (2.166542 41.390812)"
"47691441","Institut Català d'Energia - Ajuntament de Sant Feliu de Guíxols","targeta","semiRAPID","MENNEKES.M","41,780674","3,022077","Sant Feliu de Guíxols - SELBA EdRSR 1","12","AC","Carrer Dr. Rovira, 47","Girona","17","Sant Feliu de Guíxols","171609","","","POINT (3.022077 41.780674)"
"46367450","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,411453","2,211771","62227022080016","22","AC","C/ de Josep Pla, 69, 08019 Barcelona, Spain","Barcelona","8","Barcelona","80193","","","POINT (2.211771 41.411452)"
"46110990","Institut Català d'Energia - Ajuntament de Igualada","targeta","semiRAPID i NORMAL","MENNEKES.M+Schuko","41,589275","1,621518","SIMA Igualada - SELBA EdRSR 1","12","AC","Carrer de Lecco, 30, 08700 Igualada, Barce...","Barcelona","8","Igualada","81022","","","POINT (1.621518 41.589277)"
"44186035","Institut Català d'Energia - Ajuntament de Girona","tarjeta","semiRAPID","MENNEKES.M","41,987007","2,822127","EdR SABA Girona Carnicer (AC13kW)","22","AC","SABA - Carrer de Berenguer Carnicer, 17001","Girona","17","Girona","170792","","","POINT (2.822127 41.987006)"
"44185869","Institut Català d'Energia - Ajuntament de Igualada","tarjeta","semiRAPID","MENNEKES.M","41,5759","1,61372","EdR ES PETROMIRALLES Igualada","22","AC","E.S. PETROMIRALLES - C/ del Rec","Barcelona","8","Igualada","81022","","","POINT (1.61372 41.5759)"
"46617599","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,402393","2,211935","62218017460005","22","AC","Passeig de Garcia Fària, 37, 47, 08019","Barcelona","8","Barcelona","80193","","","POINT (2.211935 41.402392)"
"46414977","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,398914","2,153621","12318007390008","7","AC","Parking Saba Bamsa Gala Placídia - Plaça de","Barcelona","8","Barcelona","80193","","","POINT (2.153621 41.398916)"
"46447476","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,392673","2,164567","1590000718","22","AC","BAMSA - Pg. de Gràcia, 08007 Barcelona, Spain","Barcelona","8","Barcelona","80193","","","POINT (2.164567 41.392675)"
"44185862","Institut Català d'Energia - Ajuntament de Girona","tarjeta","semiRAPID","MENNEKES.M","41,978714","2,822808","EdR CONSUM Girona","5","AC","CONSUM - C/ Ultònia, 11","Girona","17","Girona","170792","","","POINT (2.822808 41.978714)"
"46447628","Institut Català d'Energia - Ajuntament de Esplugues de Llobregat","targeta","semiRAPID","MENNEKES.M","41,373486","2,100526","62005004480006","6","AC","PARKING PARKIA - Can Vidalet","Barcelona","8","Esplugues de Llobregat","80771","","","POINT (2.100526 41.373485)"
"46115511","Institut Català d'Energia - Ajuntament de Corbera de Llobregat","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,41677","1,927915","Corbera de Llobregat - INGETEAM EdRR 1","32","AC/DC","C. de la Pau, 3","Barcelona","8","Corbera de Llobregat","80728","","","POINT (1.927915 41.416771)"
"46212416","Institut Català d'Energia - Ajuntament de Calafell","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,190044","1,604437","Segur de Calafell - LAFON EdRR 3","32","AC/DC","Passeig Marítim de Sant Joan de Déu, 230-228","Tarragona","43","Calafell","430379","","","POINT (1.604437 41.190044)"
"46617793","Institut Català d'Energia - Ajuntament de Manresa","targeta","semiRAPID","MENNEKES.M","41,704563","1,79836","20XP22T3KK4AL00860","20","AC","OLLER DEL MAS - Carretera de Igualada C37Z,","Barcelona","8","Manresa","81136","","","POINT (1.79836 41.704564)"
"46617774","Institut Català d'Energia - Ajuntament de Sant Cugat del Vallès","targeta","semiRAPID","MENNEKES.M","41,472565","2,079507","23XC11M2J03DB00135","6","AC","Av. Lluís Companys i Jover, 31, 08172 Sant","Barcelona","8","Sant Cugat del Vallès","82055","","","POINT (2.079507 41.472566)"
"46617692","Institut Català d'Energia - Ajuntament de Vilamalla","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","42,2287","2,982384","62130031400008","50","AC/DC","Carrer Garrotxa, 17469, Girona, Spain","Girona","17","Vilamalla","172266","","","POINT (2.982384 42.228697)"
"44182329","Institut Català d'Energia - Ajuntament de Sant Andreu de la Barca","tarjeta","semiRAPID i NORMAL","Schuko","41,446304","1,974044","FLNR Sant Andreu de la Barca: Pg. Rafael de Casanova FGC 08740 San Andreu de la Barca ESP","0","AC","FLNR Sant Andreu de la Barca: Pg. Rafael de C","Barcelona","8","Sant Andreu de la Barca","81960","","","POINT (1.974044 41.446306)"
"46110795","Institut Català d'Energia - Ajuntament de Rubí","targeta","semiRAPID","MENNEKES.M+Schuko","41,503334","2,034576","Rubí - CIRCUTOR EdRSR Apeus 1","7","AC","Ctra. Terrassa, 116, 2º piso, , Barcelona","Barcelona","8","Rubí","81846","","","POINT (2.034576 41.503334)"
"44186012","Institut Català d'Energia - Ajuntament de Barcelona","tarjeta","semiRAPID","MENNEKES.M","41,390675","2,180757","EdR BAMSA Companys2","22","AC","BAMSA - Passeig de Lluís Companys, 08003","Barcelona","8","Barcelona","80193","","","POINT (2.180757 41.390673)"
"11423955","Institut Català d'Energia - Ajuntament de Cardona","APARCAMENT HOTEL","semiRAPID","TESLA","41,91431","1,68565","TESLA Destinació - Parador Cardona (11kW)","0","AC","Castell de Cardona s/n","Barcelona","8","Cardona","80478","2","","POINT (1.68565 41.91431)"
"46617668","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,397736","2,161113","61939036180011","6","AC","JOSEL CORSEGA - C. de Còrsega, 344, 08037","Barcelona","8","Barcelona","80193","","","POINT (2.161113 41.397737)"
"46109415","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M+Schuko","41,39792","2,1255","Ap. BSM - Cardenal Sentmenat","4","AC","C/Cardenal Sentmenat, 8","Barcelona","8","Barcelona","80193","","","POINT (2.1255 41.39792)"
"46122027","Institut Català d'Energia - Ajuntament de Guardiola de Berguedà","targeta","semiRAPID","MENNEKES.M","42,230682","1,87782","Guardiola de Berguedà - SELBA EdRSR 1","12","AC","Carrer de l'Estació, 12b","Barcelona","8","Guardiola de Berguedà","80996","","","POINT (1.87782 42.230681)"
"46659222","Institut Català d'Energia - Ajuntament de Sant Quirze del Vallès","targeta","semiRAPID","MENNEKES.M","41,537548","2,081358","Sant Quirze del Vallès - SELBA EdRSR 1","7","AC","Carrer del Priorat","Barcelona","8","Sant Quirze del Vallès","82384","","","POINT (2.081358 41.537549)"
"46617714","Institut Català d'Energia - Ajuntament de Navata","targeta","RAPID i semiRAPID","CCS Combo2","42,233963","2,865326","C6E06BCC22UJSDVDSF","60","DC","Torremirona Golf Club - N-260, Km. 46, 17744","Girona","17","Navata","171117","","","POINT (2.865326 42.233963)"
"46109611","Institut Català d'Energia - Ajuntament de Reus","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,1481","1,113356","Reus - LAFON EdRR 2 Estació Busos","32","AC/DC","Carrer de Jaume Vidal i Alcover, 4","Tarragona","43","Reus","431233","","","POINT (1.113356 41.148103)"
"46414976","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,398888","2,153591","12318007390007","7","AC","Parking Saba Bamsa Gala Placídia - Plaça de","Barcelona","8","Barcelona","80193","","","POINT (2.153591 41.398886)"
"46557795","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,382984","2,170048","62207002740001","22","AC","HOTEL SILKEN RAMBLAS - C/ del Pintor","Barcelona","8","Barcelona","80193","","","POINT (2.170048 41.382983)"
"46617766","Institut Català d'Energia - Ajuntament de les Preses","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","42,14249","2,45819","62103041270005","50","AC/DC","Avinguda de l'Estació, 23, 17178 Les Preses,","Girona","17","les Preses","171390","","","POINT (2.45819 42.14249)"
"44186128","Institut Català d'Energia - Ajuntament de l'Hospitalet de Llobregat","tarjeta","semiRAPID","MENNEKES.M","41,356308","2,129739","EdR L'H FIRA Joan Carles I","22","AC","FIRA PABELLON 4 - Av. Joan Carles I, 64,","Barcelona","8","l'Hospitalet de Llobregat","81017","","","POINT (2.129739 41.356309)"
"46367413","Institut Català d'Energia - Ajuntament de Riba-roja d'Ebre","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,249763","0,4893","62104044710005","50","AC/DC","Extrarradio Vivendes Enher, 2","Tarragona","43","Riba-roja d'Ebre","431251","","","POINT (0.4893 41.249765)"
"44186131","Institut Català d'Energia - Ajuntament de l'Hospitalet de Llobregat","tarjeta","semiRAPID","MENNEKES.M","41,35663","2,129388","EdR L'H FIRA Joan Carles I","22","AC","FIRA PABELLON 4 - Av. Joan Carles I, 64,","Barcelona","8","l'Hospitalet de Llobregat","81017","","","POINT (2.129388 41.356627)"
"44186226","Institut Català d'Energia - Ajuntament de Barcelona","tarjeta","semiRAPID","MENNEKES.M","41,383926","2,142887","EdR SABA Tarradellas III","22","AC","PARKING SABA BAMSA TARRADELLAS III - Av. de","Barcelona","8","Barcelona","80193","","","POINT (2.142887 41.383927)"
"44186163","Institut Català d'Energia - Ajuntament de Santa Cristina d'Aro","tarjeta","semiRAPID","MENNEKES.M","41,823563","2,97695","EdR R Bell-Lloc","22","AC","RESTAURANT BELL-LLOC - Carretera Sant Feliu","Girona","17","Santa Cristina d'Aro","171812","","","POINT (2.97695 41.823561)"
"46535203","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,39547","2,148337","62332028660012","22","AC","SABA - Travessera de Gràcia, 43, Sarrià-Sant","Barcelona","8","Barcelona","80193","","","POINT (2.148337 41.395469)"
"45044199","Institut Català d'Energia - Ajuntament de Sant Salvador de Guardiola","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,678555","1,76728","Sant Salvador de Guardiola.Ayuntamiento","50","AC/DC","Carrer de Dalt, 19","Barcelona","8","Sant Salvador de Guardiola","80983","","","POINT (1.76728 41.678556)"
"46920092","Institut Català d'Energia - Ajuntament de Vallirana","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,38926","1,94438","61934038200012","50","AC/DC","Carrer Major, 16","Barcelona","8","Vallirana","82956","","","POINT (1.94438 41.389258)"
"46109967","Institut Català d'Energia - Ajuntament de Santa Susanna","targeta","semiRAPID","MENNEKES.M","41,634445","2,720598","Av. del Mar, 15","12","AC","Carrer del Pla de la Torre, 15, 08398 Sant...","Barcelona","8","Santa Susanna","82613","","","POINT (2.720598 41.634447)"
"46617723","Institut Català d'Energia - Ajuntament de Vila-seca","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,106796","1,152766","62108004710001","50","AC/DC","Vía Máxima, 14","Tarragona","43","Vila-seca","431711","","","POINT (1.152766 41.106796)"
"46512200","Institut Català d'Energia - Ajuntament de Girona","targeta","semiRAPID","MENNEKES.M","41,981445","2,820441","12008000990002","20","AC","SABA - Plaça de l'Hospital, 6, 17002 Girona,","Girona","17","Girona","170792","","","POINT (2.820441 41.981447)"
"44185839","Institut Català d'Energia - Ajuntament de la Jonquera","tarjeta","superRAPID i semiRAPID","CCS Combo2","42,40298","2,878354","EdRUR La Jonquera-4 (DC350kW)","120","DC","ÁREA DE SERVICIO ANDAMUR LA JONQUERA -","Girona","17","la Jonquera","170865","","","POINT (2.878354 42.40298)"
"46110838","Institut Català d'Energia - Ajuntament de Deltebre","targeta","semiRAPID","MENNEKES.M","40,713043","0,767854","EDAR Deltebre - INGETEAM EdRSR 1","12","AC","Depuradora","Tarragona","43","Deltebre","439018","","","POINT (0.767854 40.713044)"
"45518760","Institut Català d'Energia - Ajuntament de Fornells de la Selva","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO","41,934277","2,796456","Allego Nissan Fornells de la Selva","50","DC","N-II, Km. 711, Fornells de la Selva","Girona","17","Fornells de la Selva","170736","","","POINT (2.796456 41.934277)"
"46109830","Institut Català d'Energia - Ajuntament de Sant Feliu de Guíxols","targeta","semiRAPID","MENNEKES.M","41,794315","3,019577","Carrer Mas Trempat 1","12","AC","Carrer Mas Trempat, 1, 17220 Sant Feliu de...","Girona","17","Sant Feliu de Guíxols","171609","","","POINT (3.019577 41.794317)"
"45044197","Institut Català d'Energia - Ajuntament de Sant Salvador de Guardiola","targeta","RAPID i semiRAPID","CCS Combo2+ChadeMO+MENNEKES.M","41,702747","1,792629","Sant Salvador de Guardiola. PI de Salelles","50","AC/DC","Camí de Salelles, s/n","Barcelona","8","Sant Salvador de Guardiola","80983","","","POINT (1.792629 41.702747)"
"46513233","Institut Català d'Energia - Ajuntament de Mataró","targeta","semiRAPID","MENNEKES.M","41,53721","2,444306","12114011650004","22","AC","Camí Ral de la Mercè, Pl. de Santa Anna,","Barcelona","8","Mataró","81213","","","POINT (2.444306 41.53721)"
"46214153","Institut Català d'Energia - Ajuntament de Sant Pere de Ribes","targeta","semiRAPID","MENNEKES.M","41,238686","1,757855","Sant Pere de Ribes - INGETEAM EdRSR 3 Modistes","2","AC","Carrer de les Modistes, 8","Barcelona","8","Sant Pere de Ribes","82310","","","POINT (1.757855 41.238686)"
"47247489","Institut Català d'Energia - Ajuntament de Gandesa","targeta","superRAPID i semiRAPID","CCS Combo2","41,05815","0,4417201","ACCIONA - Hotel Piqué","230","DC","Avenida de Cataluña 68, 43780 Gandesa, Tarrag","Tarragona","43","Gandesa","430640","","","POINT (0.4417201 41.0581524)"
"46414952","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,38959","2,17363","12233033410018","22","AC","Pl. d'Urquinaona, 08010 Barcelona, Spain","Barcelona","8","Barcelona","80193","","","POINT (2.17363 41.389592)"
"46111690","Institut Català d'Energia - Ajuntament de Lliçà d'Amunt","targeta","semiRAPID","MENNEKES.M","41,610718","2,2399","Ajuntament de Lliçà d'Amunt - CIRCUTOR EdRSR 1","12","AC","Carrer l'Aliança, 14","Barcelona","8","Lliçà d'Amunt","81075","","","POINT (2.2399 41.610717)"
"46478910","Institut Català d'Energia - Ajuntament de Vilafranca del Penedès","targeta","semiRAPID","MENNEKES.M","41,344715","1,698415","1590001718","22","AC","SABA - Plaça del Penedès, 08720 Vilafranca","Barcelona","8","Vilafranca del Penedès","83054","","","POINT (1.698415 41.344715)"
"46511791","Institut Català d'Energia - Ajuntament de Barcelona","targeta","semiRAPID","MENNEKES.M","41,382877","2,142556","12243039550029","7","AC","SABA Av. de Josep Tarradellas, 46, 08029","Barcelona","8","Barcelona","80193","","","POINT (2.142556 41.382877)"
